 + TIC Scan DR_328.D ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt)
63,39.809,39.886,39.924,35162,122103.55,0.23,0.29,0.04,0.115,0.073,15442,35149,39.771,39.835,39.924,39.937,13863,13863,1.04,49025,,,  ,55.1,,,,,,,,,,
64,39.924,39.981,40.032,113703,408260.31,0.75,0.94,0.12,0.108,0.054,35149,40774,39.924,39.937,40.026,40.038,13863,13863,1,127566,,,  ,55.1,,,,,,,,,,
65,40.032,40.089,40.134,117465,519339.21,0.96,0.97,0.15,0.102,0.08,40774,108968,40.026,40.038,40.127,40.14,13863,13863,0.8,131328,,,  ,55.1,,,,,,,,,,
66,40.134,40.267,40.293,1645827,7340724.95,13.57,13.54,2.11,0.159,0.071,108968,1369567,40.127,40.14,40.287,40.293,13863,13863,0.26,1659690,,,  ,57.1,,,,,,,,,,
67,40.293,40.331,40.477,2445839,8734195.88,16.15,20.13,2.51,0.185,0.065,1369567,65814,40.287,40.293,40.477,40.496,13863,13863,1.37,2459702,,,  ,57.1,,,,,,,,,,
68,40.509,40.649,40.77,7685621.77,29777114.12,55.05,63.25,8.54,0.261,0.057,73441,104115,40.477,40.496,40.904,40.948,27438.19,31700.44,0.35,7715347,,,  ,57.1,,,,,,,,,,
69,40.942,41.005,41.145,269290.67,1175134.91,2.17,2.22,0.34,0.203,0.063,53011,40439.25,40.904,40.948,41.164,41.234,42487.89,40439.25,1.79,311138,,,  ,57.1,,,,,,,,,,
70,41.248,41.387,41.463,62750.23,352885.95,0.65,0.52,0.1,0.216,0.065,39409.4,46008,41.164,41.234,41.457,41.489,39409.4,37234.99,0.81,100754,,,  ,57.1,,,,,,,,,,
71,41.463,41.591,41.623,170881.13,769399.95,1.42,1.41,0.22,0.159,0.085,46008,157779,41.457,41.489,41.616,41.629,37234.99,35633.5,0.44,206835,,,  ,57.1,,,,,,,,,,
72,41.623,41.642,41.795,133081.65,653045.36,1.21,1.1,0.19,0.172,0.093,157779,33899.77,41.616,41.629,41.813,41.845,35633.5,33899.77,4.45,168523,,,  ,57.1,,,,,,,,,,
73,41.859,41.909,41.997,114402.12,368623.68,0.68,0.94,0.11,0.138,0.049,33251.47,31860.32,41.813,41.845,42.176,42.246,33251.47,31860.32,1.54,147153,,,  ,57.1,,,,,,,,,,
74,42.246,42.297,42.354,7892.31,30307.91,0.06,0.06,0.01,0.108,0.068,18690,19669,42.176,42.246,42.348,42.386,18690,19669,1.2,27043,,,  ,57.1,,,,,,,,,,
75,42.418,42.545,42.577,493085.5,1841154.11,3.4,4.06,0.53,0.159,0.066,28168,378563,42.348,42.386,42.57,42.583,20633.5,20633.5,0.45,513719,,,  ,55.1,,,,,,,,,,
76,42.577,42.647,42.698,1958241.5,7206837.69,13.32,16.12,2.07,0.121,0.053,378563,371827,42.57,42.583,42.698,42.704,20633.5,20633.5,0.75,1978875,,,  ,55.1,,,,,,,,,,
77,42.698,42.742,42.768,505916.5,1918392.37,3.55,4.16,0.55,0.07,0.076,371827,482208,42.698,42.704,42.761,42.774,20633.5,20633.5,0.71,526550,,,  ,55.1,,,,,,,,,,
78,42.768,42.92,42.952,9149777.42,43102269.36,79.68,75.3,12.36,0.185,0.073,482208,2708152,42.761,42.774,42.946,42.952,61781.96,81041.92,0.31,9227498,,,  ,97.1,,,,,,,,,,
79,42.952,42.997,43.118,6313568.19,19869217.87,36.73,51.96,5.7,0.165,0.051,2708152,192748,42.946,42.952,43.111,43.124,219662.33,179321.51,0.76,6522370,,,  ,57.1,,,,,,,,,,
80,43.118,43.207,43.328,3423189.54,10561390.35,19.53,28.17,3.03,0.21,0.045,192748,135688,43.111,43.124,43.461,43.487,179321.51,128124.22,0.68,3580790,,,  ,57.1,,,,,,,,,,
81,43.495,43.544,43.611,108614.21,359011.72,0.66,0.89,0.1,0.116,0.052,97775.75,90044.06,43.461,43.487,43.658,43.728,97775.75,90044.06,1.35,203147,,,  ,57.1,,,,,,,,,,
82,43.747,43.798,43.817,115336.01,329776.13,0.61,0.95,0.09,0.071,0.064,79365.08,176248,43.658,43.728,43.811,43.83,79365.08,75217.32,0.68,191675,,,  ,43.1,,,,,,,,,,
83,43.817,43.856,43.97,164225.03,737123.41,1.36,1.35,0.21,0.153,0.081,176248,82414,43.811,43.83,43.945,43.983,75217.32,66242.96,1.94,237199,,,  ,55.1,,,,,,,,,,
84,43.97,44.097,44.319,218136.51,1571027.59,2.9,1.8,0.45,0.349,0.093,82414,45736.52,43.945,43.983,44.326,44.371,66242.96,45736.52,0.82,276901,,,  ,57.1,,,,,,,,,,
85,44.371,44.403,44.511,17001.57,64439.74,0.12,0.14,0.02,0.14,0.048,45897,34747,44.326,44.371,44.619,44.714,45897,34747,1.3,60364,,,  ,57.1,,,,,,,,,,
86,44.676,44.772,44.816,8335.81,38729.1,0.07,0.07,0.01,0.14,0.072,30082,31527,44.619,44.714,44.797,44.861,30082,31527,0.49,39403,,,  ,57,,,,,,,,,,
87,44.937,45.077,45.128,4141941.49,16218163.52,29.98,34.09,4.65,0.191,0.053,130769,681771,44.797,44.861,45.128,45.134,34463.32,34951.77,0.62,4176763,,,  ,55.1,,,,,,,,,,
88,45.128,45.16,45.204,806114.85,3024728.5,5.59,6.63,0.87,0.076,0.076,681771,515587,45.128,45.134,45.198,45.204,34951.77,35147.11,1.4,841148,,,  ,55.1,,,,,,,,,,
89,45.204,45.382,45.503,9029986.44,46631711.46,86.21,74.31,13.38,0.299,0.065,515587,307952,45.198,45.204,45.542,45.561,80907.62,105289.35,0.42,9125419,,,  ,57.1,,,,,,,,,,
90,45.554,45.605,45.713,229611.84,922618.62,1.71,1.89,0.26,0.159,0.058,214206,122549,45.542,45.561,45.802,45.898,149531.2,122258.24,0.95,370415,,,  ,57.1,,,,,,,,,,
91,45.866,45.942,46.037,51332.08,208310.47,0.39,0.42,0.06,0.171,0.062,98698.43,81381.3,45.802,45.898,46.057,46.114,98698.43,81381.3,0.39,142317,,,  ,57.1,,,,,,,,,,
92,46.12,46.216,46.343,74036.26,427269.8,0.79,0.61,0.12,0.223,0.073,80241.7,90776,46.057,46.114,46.305,46.356,80241.7,77229.16,1.8,152982,,,  ,55.1,,,,,,,,,,
93,46.343,46.566,46.922,104583.99,1713285.17,3.17,0.86,0.49,0.579,0.268,90776,69920,46.305,46.356,46.992,47.081,77229.16,69418.39,0.94,178809,,,  ,257.2,,,,,,,,,,
94,47.248,47.342,47.488,404498.72,2178687.16,4.03,3.33,0.63,0.24,0.065,65728.69,123435,47.132,47.24,47.482,47.507,65728.69,62852.71,2.73,469104,,,  ,55.1,,,,,,,,,,
95,47.488,47.571,47.609,189530.86,890190.43,1.65,1.56,0.26,0.121,0.082,123435,202851,47.482,47.507,47.596,47.616,62852.71,61404.78,0.5,251393,,,  ,57.1,,,,,,,,,,
96,47.609,47.628,47.972,160373.79,940767.46,1.74,1.32,0.27,0.363,0.085,202851,60066,47.596,47.616,48.08,48.169,61404.78,57061.21,5.13,221550,,,  ,57.1,,,,,,,,,,
97,48.17,48.22,48.308,6494.71,31239.21,0.06,0.05,0.01,0.138,0.076,54690.61,53038.1,48.08,48.169,48.309,48.43,54690.61,53038.1,1.67,60584,,,  ,207,,,,,,,,,,
98,49.659,49.721,50.101,20571.52,182772.42,0.34,0.17,0.05,0.442,0.11,38803.43,38449.89,49.505,49.651,50.663,50.797,38803.43,38449.89,3.4,59325,,,  ,207,,,,,,,,,,
99,51.068,51.153,51.426,34862.17,286308.62,0.53,0.29,0.08,0.358,0.104,35326.19,40097,50.879,51.083,51.331,51.439,35326.19,35797.5,4.86,70300,,,  ,207,,,,,,,,,,
100,51.426,51.452,51.711,8336.04,73673.49,0.14,0.07,0.02,0.285,0.307,40097,36171.77,51.331,51.439,51.566,51.776,35797.5,36171.77,2.13,44167,,,  ,207,,,,,,,,,,
101,51.713,52.094,52.176,7666.93,120446.32,0.22,0.06,0.03,0.464,0.562,35578,35428.55,51.566,51.776,52.629,52.909,35369.21,35428.55,0.15,43085,,,  ,207,,,,,,,,,,
102,53.055,53.386,53.863,34008.17,708359.36,1.31,0.28,0.2,0.807,0.332,34728.51,40496.14,52.629,52.909,53.977,54.187,34728.51,40496.14,1.79,71097,,,  ,257.2,,,,,,,,,,
103,54.461,54.576,54.83,208146.38,1681093.28,3.11,1.71,0.48,0.368,0.118,46639.29,63771.35,54.283,54.429,54.824,54.875,46639.29,63771.35,2.37,260089,,,  ,55.1,,,,,,,,,,
104,54.91,54.995,55.094,33207.52,198614.06,0.37,0.27,0.06,0.184,0.101,83573.67,96034.82,54.824,54.875,55.072,55.142,83573.67,96034.82,2.04,122574,,,  ,55.1,,,,,,,,,,
105,57.105,57.699,57.973,27522.64,765112.29,1.41,0.23,0.22,0.868,0.47,41415.82,52056,56.408,57.019,57.928,57.992,41415.82,50040.66,0.71,74845,,,  ,257.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 + TIC Scan DR_346.D ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt)
1,4.093,4.125,4.303,52473.51,223072.43,0.34,0.44,0.06,0.21,0.051,42853,24109,4.093,4.1,5.595,6.059,23512.42,20739.96,3.59,75566,,,  ,281,,,,,,,,,,
2,6.05,6.116,6.231,7142.5,34411.47,0.05,0.06,0.01,0.181,0.081,8675.89,9234,5.595,6.059,6.301,6.46,8675.89,9009.46,1.99,15941,,,  ,43.1,,,,,,,,,,
3,6.462,6.524,6.624,13080.77,57194.3,0.09,0.11,0.02,0.162,0.07,9103.33,9319.65,6.301,6.46,6.759,6.816,9103.33,9319.65,1.21,22266,,,  ,43.1,,,,,,,,,,
4,6.813,6.854,6.893,4288.57,11572.43,0.02,0.04,0,0.079,0.057,8285.01,9717,6.759,6.816,6.861,6.905,8285.01,8084.78,1.41,12470,,,  ,43.1,,,,,,,,,,
5,6.893,6.905,7.032,5369.42,19056.02,0.03,0.05,0.01,0.14,0.054,9717,7730.6,6.861,6.899,7.147,7.408,8084.78,7730.6,2.1,13422,,,  ,43.1,,,,,,,,,,
6,7.402,7.446,7.561,20559.31,64623.83,0.1,0.17,0.02,0.158,0.037,7006.11,8796,7.147,7.408,9.151,9.781,7006.11,6712.03,2.35,27484,,,  ,73.1,,,,,,,,,,
7,11.707,11.753,11.81,20173.85,53364.01,0.08,0.17,0.01,0.103,0.04,4479.36,4766,10.462,11.709,11.81,12.389,4479.36,4629.66,1.44,24720,,,  ,73.1,,,,,,,,,,
8,15.952,15.984,16.035,2570.68,5965.98,0.01,0.02,0,0.083,0.035,3333.9,3551,15.787,15.952,15.997,16.073,3333.9,3342.79,1.61,5908,,,  ,73,,,,,,,,,,
9,16.047,16.111,16.251,2370.14,14619.19,0.02,0.02,0,0.204,0.17,3022,3272,15.997,16.073,16.817,17.014,3022,3107.94,1.22,5419,,,  ,41.1,,,,,,,,,,
10,17.937,18.001,18.039,1320.35,4497.66,0.01,0.01,0,0.102,0.313,2497,2064,17.702,17.994,18.936,19.884,2335.09,2064,0.12,3486,,,  ,57,,,,,,,,,,
11,19.884,19.941,20.017,2659.17,11659.17,0.02,0.02,0,0.134,0.07,2709,2792,18.936,19.884,20.049,20.221,2601.56,2625.53,1.35,5271,,,  ,73,,,,,,,,,,
12,23.186,23.275,23.402,5951.38,34000.52,0.05,0.05,0.01,0.216,0.089,2505,2615,23.103,23.16,23.389,23.434,2332.16,2410.99,1.49,8316,,,  ,73,,,,,,,,,,
13,23.402,23.472,23.593,4714.51,25615.09,0.04,0.04,0.01,0.191,0.08,2615,2571,23.389,23.434,23.675,23.943,2410.99,2480.54,1.9,7151,,,  ,41,,,,,,,,,,
14,24,24.07,24.731,36919.27,470335.87,0.71,0.31,0.13,0.732,0.13,2512,4946,23.675,23.943,25.559,26.233,2375.25,2296.6,8.9,39287,,,  ,55.1,,,,,,,,,,
15,26.227,26.265,26.322,2072.6,6598.71,0.01,0.02,0,0.095,0.638,1462,1913,25.559,26.233,26.303,26.519,1462,1913,0.11,3715,,,  ,73,,,,,,,,,,
16,27.168,27.232,27.269,1022.65,3046.59,0,0.01,0,0.1,0.548,2135,2009.63,26.716,27.149,27.378,27.753,2025.25,2009.63,0.07,3038,,,  ,44,,,,,,,,,,
17,27.811,27.919,27.986,1776.66,8292.1,0.01,0.01,0,0.176,0.116,2983,3365.39,27.378,27.753,27.989,28.154,2899.85,3365.39,0.73,4963,,,  ,41,,,,,,,,,,
18,28.193,28.294,28.504,11593.07,84974.54,0.13,0.1,0.02,0.311,0.109,4195.2,4823,27.989,28.154,28.74,29.013,4195.2,4731.32,3.1,15963,,,  ,57.1,,,,,,,,,,
19,29,29.039,29.083,1925.14,5268.46,0.01,0.02,0,0.083,0.325,2274,2015,28.74,29.013,29.102,29.446,2148.45,2015,0.14,4012,,,  ,73,,,,,,,,,,
20,29.956,30.025,30.364,56840.34,330602.83,0.5,0.48,0.09,0.408,0.08,3001.18,2909.11,29.649,29.942,30.343,30.432,3001.18,2909.11,2.91,59826,,,  ,55.1,,,,,,,,,,
21,30.435,30.464,30.531,5180.72,13081.52,0.02,0.04,0,0.095,0.038,3905.32,3208.47,30.343,30.432,30.724,30.845,3905.32,3208.47,2.08,8879,,,  ,43,,,,,,,,,,
22,30.917,30.992,31.17,2330059.42,10913493.78,16.45,19.56,3.01,0.253,0.056,4787.31,255244,30.724,30.845,31.157,31.176,4787.31,40491.36,4.02,2345404,,,  ,55.1,,,,,,,,,,
23,31.17,31.189,31.462,170900.48,1036697.94,1.56,1.43,0.29,0.293,0.075,255244,76682,31.157,31.176,31.596,31.615,102317.66,75493.81,4.97,271469,,,  ,55.1,,,,,,,,,,
24,31.619,31.672,31.787,601963.24,1770542.13,2.67,5.05,0.49,0.168,0.044,61330.71,47364,31.596,31.615,32.181,32.239,61330.71,46646.48,1.28,658618,,,  ,57.1,,,,,,,,,,
25,32.229,32.264,32.329,9414.47,30346.11,0.05,0.08,0.01,0.1,0.051,21392.45,18909.81,32.181,32.239,32.608,32.824,21392.45,18909.81,1.55,29929,,,  ,57.1,,,,,,,,,,
26,32.822,32.875,32.982,5850.06,28198.14,0.04,0.05,0.01,0.161,0.069,10657.22,10465.99,32.608,32.824,32.983,33.047,10657.22,10465.99,2,16444,,,  ,57.1,,,,,,,,,,
27,33.048,33.097,33.142,5515.49,17256.42,0.03,0.05,0,0.094,0.055,10692.37,10973,32.983,33.047,33.155,33.199,10692.37,10711.55,0.88,16218,,,  ,55,,,,,,,,,,
28,33.244,33.314,33.422,63512.58,207075.24,0.31,0.53,0.06,0.178,0.048,11189,10126,33.155,33.199,33.441,33.479,10337.17,9948.37,1.38,73697,,,  ,57.1,,,,,,,,,,
29,33.48,33.53,33.711,47817.49,262681.26,0.4,0.4,0.07,0.231,0.083,9936.94,9503.3,33.441,33.479,33.702,33.797,9936.94,9503.3,3.14,57660,,,  ,57.1,,,,,,,,,,
30,34.049,34.096,34.125,2292.67,5437.69,0.01,0.02,0,0.077,0.054,7762.55,7305.45,33.963,34.045,34.154,34.262,7762.55,7305.45,0.56,9772,,,  ,43,,,,,,,,,,
31,34.364,34.446,34.523,188447.73,675547.29,1.02,1.58,0.19,0.159,0.05,23719,26071,34.154,34.262,34.516,34.529,9807.94,13748.45,1.39,200305,,,  ,57.1,,,,,,,,,,
32,34.523,34.573,34.636,62327.78,186408.43,0.28,0.52,0.05,0.114,0.047,26071,16736.22,34.516,34.529,34.694,34.758,25618.14,16736.22,0.92,83973,,,  ,55.1,,,,,,,,,,
33,34.802,34.879,35.038,2156832.77,6550381.54,9.87,18.1,1.81,0.235,0.045,18210,26561,34.694,34.758,35.286,35.337,11248.87,10090.54,0.9,2167706,,,  ,57.1,,,,,,,,,,
34,35.345,35.401,35.566,84112.5,347351.47,0.52,0.71,0.1,0.221,0.058,10779.36,9543,35.286,35.337,35.547,35.617,10779.36,9322.59,1.99,94526,,,  ,57.1,,,,,,,,,,
35,35.566,35.649,35.693,6436.63,21258.92,0.03,0.05,0.01,0.127,0.047,9543,8937,35.547,35.617,35.712,35.808,9127.49,8628.83,0.37,15240,,,  ,57.1,,,,,,,,,,
36,35.808,35.846,35.897,3807.01,9121.52,0.01,0.03,0,0.089,0.034,7534.78,8482,35.712,35.808,35.859,35.935,7534.78,8338.72,2.1,11685,,,  ,57.1,,,,,,,,,,
37,35.942,35.986,36.081,14288.87,54412.68,0.08,0.12,0.01,0.139,0.057,9513.05,10088,35.859,35.935,36.062,36.1,9513.05,9602.78,2.52,23830,,,  ,57.1,,,,,,,,,,
38,36.081,36.145,36.196,6894.13,29292,0.04,0.06,0.01,0.115,0.073,10088,11822,36.062,36.1,36.177,36.208,9602.78,9676.75,1.04,16538,,,  ,57.1,,,,,,,,,,
39,36.196,36.259,36.323,16388.16,73981.64,0.11,0.14,0.02,0.127,0.076,11822,16452,36.177,36.208,36.304,36.329,9676.75,9758.95,0.85,26106,,,  ,55,,,,,,,,,,
40,36.323,36.374,36.565,212731.19,738965.32,1.11,1.79,0.2,0.242,0.049,16452,10118,36.304,36.329,36.546,36.584,9758.95,9915.1,2,222523,,,  ,57.1,,,,,,,,,,
41,36.571,36.635,36.791,59644.69,291928.01,0.44,0.5,0.08,0.22,0.073,10273,10061.34,36.546,36.584,36.781,36.832,9919.22,10061.34,2.5,69605,,,  ,57.1,,,,,,,,,,
42,36.832,36.876,36.953,12766.53,45038.8,0.07,0.11,0.01,0.121,0.058,10118,10166.16,36.781,36.832,36.959,37.004,10087.7,10166.16,1.47,22883,,,  ,57.1,,,,,,,,,,
43,37.009,37.036,37.074,5068.32,10096.31,0.02,0.04,0,0.065,0.039,10915.44,10860.21,36.959,37.004,37.074,37.106,10915.44,10860.21,1.47,15961,,,  ,43.1,,,,,,,,,,
44,37.335,37.449,37.525,342432.96,1440084.54,2.17,2.87,0.4,0.191,0.053,18426,88406,37.188,37.207,37.519,37.532,12034.36,13678.72,1.05,355454,,,  ,57.1,,,,,,,,,,
45,37.525,37.57,37.697,182812.58,698618.2,1.05,1.53,0.19,0.171,0.058,88406,15153.07,37.519,37.532,37.672,37.71,13678.72,15153.07,1.23,196875,,,  ,57.1,,,,,,,,,,
46,37.754,37.888,38.009,7065859.25,25627103.96,38.63,59.3,7.06,0.254,0.055,38079,64239,37.672,37.71,38.168,38.225,19954.64,23320.65,0.34,7087581,,,  ,57.1,,,,,,,,,,
47,38.223,38.295,38.466,328706.06,1483881.85,2.24,2.76,0.41,0.243,0.062,27986.83,24806.39,38.168,38.225,38.486,38.518,27986.83,24806.39,1.99,355754,,,  ,57.1,,,,,,,,,,
48,38.624,38.645,38.79,8620.44,54223.26,0.08,0.07,0.01,0.166,0.124,23006.51,21009.97,38.582,38.62,38.779,38.804,23006.51,21009.97,6.22,31372,,,  ,57.1,,,,,,,,,,
49,38.794,38.881,38.919,27417.27,106101.59,0.16,0.23,0.03,0.125,0.068,20965.97,32539,38.779,38.804,38.912,38.938,20965.97,19466.17,0.78,47342,,,  ,57.1,,,,,,,,,,
50,38.919,39.001,39.061,29917.01,147034.44,0.22,0.25,0.04,0.143,0.105,32539,17754.68,38.912,38.938,39.097,39.154,19466.17,17754.68,0.48,48390,,,  ,57.1,,,,,,,,,,
51,39.176,39.237,39.389,357226.85,1217795.42,1.84,3,0.34,0.214,0.048,16525.32,16602,39.097,39.154,39.491,39.542,16525.32,14008.24,1.56,373033,,,  ,57.1,,,,,,,,,,
52,39.631,39.669,39.788,18798.56,74967.05,0.11,0.16,0.02,0.157,0.052,14007.38,13661.71,39.587,39.625,39.778,39.835,14007.38,13661.71,2.89,32722,,,  ,57.1,,,,,,,,,,
53,39.839,39.898,39.924,18549.55,54237.31,0.08,0.16,0.01,0.085,0.063,14605.14,27751,39.778,39.835,39.918,39.937,14605.14,15426.7,0.87,33731,,,  ,55,,,,,,,,,,
54,39.924,39.975,40.032,62705.8,220735.54,0.33,0.53,0.06,0.108,0.053,27751,32533,39.918,39.937,40.019,40.038,15426.7,16468.89,1.11,78623,,,  ,55.1,,,,,,,,,,
55,40.032,40.089,40.134,99955.26,392282.42,0.59,0.84,0.11,0.102,0.08,32533,75170,40.019,40.038,40.121,40.14,16468.89,17449.88,0.73,116976,,,  ,55.1,,,,,,,,,,
56,40.134,40.267,40.28,953470.68,4203395.66,6.34,8,1.16,0.146,0.08,75170,905084,40.121,40.14,40.28,40.287,17449.88,18859.86,0.18,972208,,,  ,57.1,,,,,,,,,,
57,40.28,40.325,40.49,2109889.99,8039940.7,12.12,17.71,2.22,0.21,0.056,905084,51127,40.28,40.287,40.484,40.503,18859.86,20883.04,1.44,2129179,,,  ,57.1,,,,,,,,,,
58,40.516,40.668,40.751,9499078.23,37763042.94,56.93,79.73,10.41,0.235,0.061,67135,170259,40.484,40.503,40.929,40.948,40855.1,49766.83,0.26,9545714,,,  ,57.1,,,,,,,,,,
59,40.935,41.005,41.151,284933.16,1254301.07,1.89,2.39,0.35,0.216,0.066,55339,41596.16,40.929,40.948,41.164,41.228,55339,41596.16,1.86,335820,,,  ,57.1,,,,,,,,,,
60,41.257,41.387,41.476,85150.19,439343.47,0.66,0.71,0.12,0.219,0.063,46596.88,54645,41.164,41.228,41.451,41.495,46596.88,41335.68,0.89,128627,,,  ,57.1,,,,,,,,,,
61,41.476,41.591,41.616,217876.25,926462.96,1.4,1.83,0.26,0.14,0.085,54645,212077,41.451,41.495,41.61,41.629,41335.68,37970.94,0.41,256459,,,  ,57.1,,,,,,,,,,
62,41.616,41.642,41.82,194115.87,1006538.73,1.52,1.63,0.28,0.204,0.098,212077,33580,41.61,41.629,41.807,41.839,37970.94,33076.87,3.52,231475,,,  ,57.1,,,,,,,,,,
63,41.841,41.909,42.068,261230.28,950127.91,1.43,2.19,0.26,0.227,0.052,34464.5,28819,41.807,41.839,42.144,42.246,34464.5,28357.15,1.34,293863,,,  ,57.1,,,,,,,,,,
64,42.248,42.297,42.346,9960.62,30276.28,0.05,0.08,0.01,0.099,0.053,21845.56,22908,42.144,42.246,42.341,42.386,21845.56,22908,1.53,32337,,,  ,57.1,,,,,,,,,,
65,42.418,42.545,42.577,533407.5,2059932.95,3.11,4.48,0.57,0.159,0.065,34018,456996,42.341,42.386,42.57,42.583,21396.5,21396.5,0.45,554804,,,  ,55.1,,,,,,,,,,
66,42.577,42.653,42.704,2891368.5,10853987.95,16.36,24.27,2.99,0.127,0.055,456996,507042,42.57,42.583,42.704,42.71,21396.5,21396.5,0.69,2912765,,,  ,55.1,,,,,,,,,,
67,42.704,42.742,42.78,742464.5,2845387.07,4.29,6.23,0.78,0.076,0.083,507042,571817,42.704,42.71,42.774,42.787,21396.5,21396.5,1.17,763861,,,  ,55.1,,,,,,,,,,
68,42.78,42.933,42.965,10810032.4,52704932.71,79.45,90.73,14.52,0.184,0.076,571817,3340605,42.774,42.787,42.959,42.965,87664.09,109134.53,0.29,10915466,,,  ,97.1,,,,,,,,,,
69,42.965,43.022,43.124,8756048.72,29555248.96,44.56,73.49,8.14,0.159,0.055,3340605,256990,42.959,42.965,43.124,43.13,188962.83,174943.97,0.51,8939964,,,  ,57.1,,,,,,,,,,
70,43.124,43.238,43.359,7065141.68,23667753.95,35.68,59.3,6.52,0.235,0.049,256990,187326,43.124,43.13,43.467,43.499,174943.97,154195.52,0.44,7229992,,,  ,57.1,,,,,,,,,,
71,43.507,43.55,43.606,126892.24,400169.15,0.6,1.07,0.11,0.1,0.053,141213.43,132438.03,43.467,43.499,43.658,43.728,141213.43,132438.03,1.26,264266,,,  ,57.1,,,,,,,,,,
72,43.754,43.798,43.817,154872.55,418728.46,0.63,1.3,0.12,0.064,0.054,119429.87,259084,43.658,43.728,43.811,43.824,119429.87,113820.95,0.62,270377,,,  ,43.1,,,,,,,,,,
73,43.817,43.868,43.976,310923.97,1301546.89,1.96,2.61,0.36,0.159,0.068,259084,124110,43.811,43.824,43.951,43.989,113820.95,99802.09,1.08,420260,,,  ,55.1,,,,,,,,,,
74,43.976,44.104,44.282,381471.42,2457397.57,3.7,3.2,0.68,0.305,0.088,124110,73825,43.951,43.989,44.32,44.371,99802.09,72886.69,0.91,470059,,,  ,57.1,,,,,,,,,,
75,44.358,44.415,44.473,40984.94,126863.87,0.19,0.34,0.03,0.115,0.051,61689,55019,44.32,44.371,44.511,44.562,61172.69,54492.46,0.83,98818,,,  ,57.1,,,,,,,,,,
76,44.587,44.753,44.81,13804.48,89715.44,0.14,0.12,0.02,0.222,0.19,48113.45,44637,44.511,44.562,44.81,44.861,48113.45,43939.73,0.31,58819,,,  ,57.1,,,,,,,,,,
77,44.95,45.103,45.153,7670891.5,33157417.86,49.99,64.38,9.14,0.204,0.06,247006,1365430,44.81,44.861,45.147,45.153,47976.5,47976.5,0.53,7718868,,,  ,55.1,,,,,,,,,,
78,45.153,45.173,45.217,1535075.5,4739635.5,7.15,12.88,1.31,0.064,0.076,1365430,836204,45.147,45.153,45.217,45.223,47976.5,47976.5,2,1583052,,,  ,55.1,,,,,,,,,,
79,45.217,45.408,45.529,11914539.9,66333592.71,100,100,18.28,0.312,0.069,836204,373004,45.217,45.223,45.548,45.567,114578.17,147376.61,0.35,12049198,,,  ,97.1,,,,,,,,,,
80,45.554,45.618,45.771,592506.21,2486748.51,3.75,4.97,0.69,0.216,0.056,323810,166077,45.548,45.567,45.777,45.898,157706.54,147779.24,0.97,747293,,,  ,57.1,,,,,,,,,,
81,45.828,45.942,46.013,107453.05,474691.98,0.72,0.9,0.13,0.185,0.059,160841,136746.15,45.777,45.898,46.082,46.108,144952.73,136746.15,0.31,247327,,,  ,57.1,,,,,,,,,,
82,46.13,46.216,46.33,173421.9,953009.9,1.44,1.46,0.26,0.2,0.07,131434.05,170002,46.082,46.108,46.305,46.349,131434.05,122173.83,1.79,300893,,,  ,55.1,,,,,,,,,,
83,46.33,46.572,46.98,314575.73,4813707.4,7.26,2.64,1.33,0.65,0.237,170002,92118.06,46.305,46.349,46.986,47.056,122173.83,92118.06,0.85,425566,,,  ,257.2,,,,,,,,,,
84,47.056,47.075,47.114,7378.06,14227.52,0.02,0.06,0,0.058,0.033,89429,85947.28,46.986,47.056,47.189,47.221,88624.69,85947.28,1.05,95120,,,  ,57.1,,,,,,,,,,
85,47.24,47.342,47.495,1005955.74,5273408.02,7.95,8.44,1.45,0.254,0.062,88180,203618,47.189,47.221,47.488,47.507,82429.8,96680.01,2.69,1094086,,,  ,55.1,,,,,,,,,,
86,47.495,47.571,47.609,264532.7,1131677.44,1.71,2.22,0.31,0.115,0.08,203618,308299,47.488,47.507,47.603,47.615,148196.21,130931.83,0.54,401221,,,  ,57.1,,,,,,,,,,
87,47.609,47.628,47.749,196826.15,748623.34,1.13,1.65,0.21,0.14,0.062,308299,111085,47.603,47.615,48.048,48.163,130931.83,109830.63,3.14,324881,,,  ,57.1,,,,,,,,,,
88,48.163,48.194,48.371,12360.14,78814.34,0.12,0.1,0.02,0.208,0.087,70612.03,65189.48,48.048,48.163,48.334,48.43,70612.03,65189.48,3.49,82162,,,  ,57.1,,,,,,,,,,
