"Peak","RI","Compound","Chain.length","Class","Mod.position","351","352","350","349","354","346","343","342","335","344","339","345","332","341","334","328","337","338","333","331"
"P74",3260,"C33:diene",33,"Alkadiene","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3510216.34373305,3299468.75778951,2232307.22075863,NA,1348259.39108831,NA,1740996.33176615,NA,NA,NA
"P75",3263,"C33:diene",33,"Alkadiene","NA",7745011.5071011,7090052.73123892,5430699.16126989,4428310.04609285,4519979.51175044,5170143.12377461,2976820.68930246,2434256.20444032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P76",3269,"C33:ene",33,"Alkene","NA",NA,NA,NA,NA,NA,NA,NA,NA,2537885.78530942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P77",3277,"C33:ene",33,"Alkene","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48336556.3941552,50867334.0713143,31027812.9890322,10958289.7507203,20999206.9477049,26126729.053336,19389294.2300215,15411518.37793,16184197.5598952,11738584.1465269
"P78",3282,"C33:ene",33,"Alkene","NA",120349936.952048,114673685.887996,82183709.8116814,67319388.5922095,57548765.6007729,72358764.3448261,34214707.4686443,33329612.3972178,17917593.9930924,25619964.0835032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P79",3300,"C33",33,"Alkane","NA",9706830.6815759,4930161.88958235,1705095.29306038,1953233.37159817,1063796.68220405,2712623.30395096,753890.320519165,649567.003618586,305842.731185602,999233.972682627,1081002.95457849,1006421.34064095,750779.411237133,133885.610826869,288150.100732954,904139.492847703,608359.495682995,470745.172314839,295475.055252982,NA
"P80",3351,"C34:diene",34,"Alkadiene","NA",4576013.40903376,2047179.28696315,1042499.31528087,767418.351675182,1246410.13390607,1371712.89041687,348174.739609871,224001.036454662,232788.198400702,339371.370605388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P81",3353,"C34:diene",34,"Alkadiene","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472854.157683727,614989.930687851,216583.227012259,68881.754387468,99988.3531598461,288373.011305335,188536.005587344,NA,NA,30250.3450426109
"P82",3450,"C35:diene",35,"Alkadiene","NA",18976195.5368348,18221597.7384766,10909784.0338107,7592845.78816586,10188080.9566729,11786856.6168463,4443074.01233802,3978572.05323053,2541651.00714209,3140376.79323572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P83",3452,"C35:diene",35,"Alkadiene","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5140054.85804352,4869692.06071108,3164520.79142778,583880.256727478,2003645.41091082,3128913.24660459,2085466.86725925,1217399.63551139,1457240.79246447,714337.074082671
"P84",3470,"C35:ene",35,"Alkene","NA",6392898.89479785,6319006.18515712,3495520.04991295,2716828.63363812,3607705.50152887,2529468.54694542,2050628.66097996,2316385.84284681,1237818.06374888,1709277.70875525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P85",3472,"C35:ene",35,"Alkene","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951858.458516363,1989708.91694794,1253133.64510742,NA,1342770.9283982,1828440.29207287,1213359.22236304,960678.605295809,NA,161440.843163298
"P86",3475,"C35:ene",35,"Alkene","NA",7445951.2101687,4945961.82975929,2819455.31088825,2230970.26570059,NA,1673285.27114513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P87",3476,"C35:ene",35,"Alkene","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1114716.09605161,2102756.15290142,NA,640141.993383777,NA,NA,NA,NA,908321.407034556,NA
"P88",3646,"C37:diene",37,"Alkadiene","NA",1999499.19993346,1716158.27846996,819774.252202659,1702220.55145091,1305237.5227683,1073257.15326586,780121.417074263,452252.620069722,201707.881953202,606649.825887542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"P89",3649,"C37:diene",37,"Alkadiene","NA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1118788.07348604,918665.581153479,738188.35921015,108537.16470372,614241.470770935,337093.731968548,244331.199016487,421289.62200725,242875.638239613,403777.103262906
